VICTIM_AGE,VICTIM_GENDER,INCIDENT_AREA
31,F,Hollenbeck
47,M,West LA
30,F,Northeast
54,M,Harbor
33,F,77th Street
0,,Southwest
38,M,Southwest
82,M,Hollenbeck
28,M,Van Nuys
40,M,77th Street
38,F,West LA
38,M,Rampart
19,F,Olympic
51,M,Central
72,M,77th Street
31,F,Hollenbeck
34,M,Hollywood
24,M,Newton
23,F,Central
36,M,N Hollywood
0,,Newton
19,X,Southwest
16,F,77th Street
0,,Pacific
0,X,Southeast
59,F,Topanga
27,M,77th Street
38,F,Wilshire
40,M,Topanga
38,M,N Hollywood
0,,Harbor
24,M,Olympic
45,F,Mission
58,F,Pacific
43,F,Northeast
23,F,Wilshire
50,M,West LA
55,F,Foothill
37,F,Devonshire
37,M,Mission
52,F,Topanga
57,M,Van Nuys
54,F,Harbor
28,F,Southeast
19,X,Southwest
32,M,Van Nuys
0,X,Hollywood
60,M,West Valley
0,,Van Nuys
50,M,Central
4,M,Foothill
60,M,Newton
21,F,77th Street
47,F,West LA
15,X,Southwest
0,F,Pacific
39,F,Southwest
0,,N Hollywood
0,,Newton
60,M,Hollenbeck
39,M,Topanga
42,M,Wilshire
32,F,N Hollywood
48,M,Southeast
31,M,West LA
71,F,Central
54,M,Topanga
0,X,Devonshire
26,F,77th Street
39,M,Harbor
26,F,N Hollywood
0,X,Harbor
0,,Pacific
0,M,Hollenbeck
0,M,N Hollywood
71,F,Harbor
62,M,N Hollywood
18,M,Wilshire
32,F,Hollenbeck
20,M,Southwest
37,M,N Hollywood
58,M,Olympic
44,M,77th Street
36,X,Southeast
36,M,Wilshire
48,M,Southeast
48,M,Central
36,M,Van Nuys
33,F,Southeast
24,F,Central
47,F,Hollenbeck
74,M,Southwest
74,F,Pacific
31,F,Northeast
0,,Southwest
22,F,N Hollywood
50,M,Topanga
49,M,Northeast
19,M,Hollenbeck
65,M,Central
49,M,Southeast
43,M,Newton
53,M,West Valley
37,F,Mission
58,M,77th Street
0,,Newton
0,X,Olympic
21,F,West LA
0,X,Central
54,F,West LA
25,F,Hollenbeck
30,M,Van Nuys
0,,West LA
0,,West Valley
34,F,Devonshire
43,F,Topanga
28,M,Rampart
35,M,Foothill
14,F,Northeast
0,X,Central
0,X,Harbor
33,F,Northeast
39,M,77th Street
58,F,Southwest
26,F,Hollywood
19,M,Rampart
25,F,Hollenbeck
23,F,Pacific
0,,Northeast
61,F,Mission
36,F,Southwest
45,M,Olympic
35,M,Mission
0,,Hollenbeck
13,M,N Hollywood
54,M,Newton
30,M,Hollenbeck
28,F,Northeast
36,M,N Hollywood
46,F,Wilshire
46,M,Newton
21,F,Wilshire
0,,Olympic
24,F,Olympic
27,M,West LA
42,M,Hollywood
24,F,Mission
24,M,West Valley
33,M,Central
26,M,Wilshire
32,M,Pacific
36,M,Hollywood
20,F,Hollywood
50,F,West LA
39,M,Foothill
0,M,N Hollywood
40,M,Central
40,M,Devonshire
26,F,Southeast
35,M,Newton
58,M,West LA
0,,Devonshire
48,M,Northeast
0,M,Hollenbeck
57,F,West LA
32,M,Hollywood
51,F,Central
52,F,West LA
25,M,Olympic
46,F,Northeast
28,F,West Valley
37,M,Devonshire
46,F,Devonshire
26,M,Newton
0,M,West Valley
58,M,Harbor
0,M,Southwest
0,,Southeast
55,M,Central
19,X,Southwest
83,M,Rampart
55,F,Central
56,F,Mission
49,F,Olympic
65,M,West Valley
38,F,Rampart
60,M,77th Street
85,M,Hollenbeck
58,M,Hollywood
57,M,West LA
29,F,77th Street
0,M,Foothill
61,M,Van Nuys
50,F,Southeast
0,X,Olympic
0,,West Valley
43,F,Rampart
0,,Southwest
57,M,Harbor
37,F,77th Street
65,F,West LA
37,M,Northeast
50,M,Hollenbeck
0,,N Hollywood
38,F,Newton
32,F,Wilshire
34,M,Hollenbeck
57,F,West Valley
44,F,Southeast
53,M,N Hollywood
25,F,Hollenbeck
23,F,West LA
66,M,Devonshire
39,F,Northeast
49,M,Pacific
52,M,Mission
50,M,West LA
49,F,Newton
58,F,Pacific
32,F,Harbor
35,M,Hollywood
0,,Van Nuys
11,M,Newton
31,F,Central
29,F,Hollenbeck
39,F,77th Street
36,F,Foothill
39,M,West Valley
0,,West Valley
53,M,West LA
21,M,77th Street
0,,Southeast
58,F,Wilshire
58,M,N Hollywood
19,F,Southwest
34,F,Newton
38,F,Harbor
91,F,West LA
0,,77th Street
47,F,Van Nuys
38,F,Hollywood
0,M,West Valley
56,F,Wilshire
0,M,N Hollywood
60,F,Olympic
30,F,Rampart
52,F,Southeast
14,M,Olympic
0,,77th Street
34,F,N Hollywood
52,M,77th Street
0,,Hollywood
24,M,Hollenbeck
31,M,Pacific
0,X,Harbor
32,M,N Hollywood
0,,Pacific
0,,Olympic
49,F,77th Street
28,M,Newton
55,M,Hollenbeck
0,,Topanga
0,,Southwest
63,M,Devonshire
59,M,Southeast
35,M,Hollywood
53,F,Harbor
26,F,Mission
49,F,77th Street
70,M,West Valley
34,M,West Valley
0,,Van Nuys
23,F,West LA
0,M,Devonshire
0,X,Central
50,F,Wilshire
23,F,Southwest
54,M,Van Nuys
64,F,Rampart
57,M,Van Nuys
0,,West LA
41,F,Southwest
0,,Southwest
23,F,Southeast
0,M,N Hollywood
0,,Topanga
0,M,Hollenbeck
28,M,West LA
0,M,Newton
55,F,Wilshire
25,F,N Hollywood
19,M,Wilshire
28,F,Rampart
77,F,Northeast
46,F,Central
49,F,Hollenbeck
0,,Olympic
13,F,Foothill
0,,Rampart
56,M,Topanga
0,X,Olympic
0,,Northeast
0,,Olympic
29,M,Mission
0,,Northeast
19,F,West LA
14,F,Hollywood
40,F,Olympic
0,X,Harbor
45,M,West LA
50,M,Hollywood
0,,Newton
44,F,Pacific
25,F,Rampart
23,F,Wilshire
65,F,N Hollywood
47,F,Foothill
30,F,West LA
51,M,Central
25,M,Hollywood
35,M,Newton
0,,Harbor
27,M,West LA
55,M,Southwest
0,M,Central
23,M,77th Street
0,M,West Valley
32,F,Northeast
0,,Southwest
29,M,Hollenbeck
0,M,N Hollywood
14,F,Northeast
0,X,Van Nuys
29,M,Newton
0,,Rampart
32,F,Newton
24,F,77th Street
0,,West Valley
0,X,Harbor
30,F,Southeast
0,,Pacific
75,M,Van Nuys
35,M,Topanga
39,F,77th Street
40,M,Van Nuys
28,M,West Valley
55,F,Pacific
50,M,Southeast
0,X,Olympic
61,F,Wilshire
72,F,Wilshire
21,M,Olympic
63,M,Central
0,,Newton
49,F,Foothill
32,F,Van Nuys
0,F,West Valley
41,F,Foothill
52,F,77th Street
27,M,West LA
29,M,Newton
0,X,Pacific
34,M,West Valley
0,X,Central
43,M,Harbor
47,M,Southeast
0,,Hollenbeck
0,M,N Hollywood
41,F,Wilshire
31,M,West LA
23,M,Mission
0,X,West LA
27,M,Central
0,M,N Hollywood
32,M,Wilshire
35,M,N Hollywood
0,,Southwest
32,M,Wilshire
35,M,Harbor
56,M,Pacific
0,X,Hollywood
23,F,Northeast
22,F,Harbor
31,M,Hollywood
40,M,Pacific
42,F,Wilshire
0,,Southwest
44,F,Pacific
37,F,Harbor
45,F,West LA
30,M,Olympic
34,M,Topanga
26,M,Rampart
55,F,Central
62,F,Topanga
36,F,Southwest
27,F,Newton
26,F,Central
0,,Harbor
40,M,Van Nuys
47,F,Rampart
31,F,Topanga
56,M,Van Nuys
44,F,Southeast
52,M,Southwest
76,F,Pacific
46,M,Pacific
36,F,Wilshire
14,M,Northeast
64,F,Harbor
51,M,Central
3,F,Pacific
0,X,Harbor
22,F,Newton
0,X,Pacific
0,,77th Street
30,M,West LA
26,F,Wilshire
22,M,West Valley
68,M,Wilshire
32,M,Pacific
55,M,Van Nuys
30,M,N Hollywood
26,M,Topanga
40,F,Mission
24,M,Newton
62,F,Olympic
24,F,Southwest
25,F,Southwest
31,F,Olympic
42,M,Van Nuys
20,F,Topanga
49,M,Olympic
22,F,Hollywood
0,,N Hollywood
47,F,Hollenbeck
67,F,Topanga
0,F,77th Street
34,M,Pacific
53,F,Central
0,M,Foothill
27,F,Devonshire
52,F,Van Nuys
0,,Van Nuys
52,M,Southeast
27,F,Van Nuys
37,M,Pacific
29,F,Newton
26,F,Van Nuys
38,M,Harbor
37,M,Devonshire
30,F,Southeast
0,X,Olympic
47,M,Wilshire
29,F,Southwest
39,F,Pacific
0,M,West Valley
31,M,Topanga
23,F,Southwest
42,M,Pacific
0,M,Hollenbeck
59,M,Foothill
0,M,Newton
31,F,Central
0,,Van Nuys
0,M,N Hollywood
0,M,N Hollywood
0,,Harbor
27,M,Van Nuys
62,M,West LA
33,F,Van Nuys
60,F,Northeast
0,X,Northeast
58,M,Mission
13,F,Newton
27,F,N Hollywood
0,X,Harbor
35,M,Topanga
0,,Van Nuys
34,M,Southwest
31,F,Hollenbeck
0,X,West LA
64,F,Southwest
26,M,Southwest
45,F,Mission
34,F,Central
56,F,77th Street
58,F,Northeast
0,,West Valley
0,,Wilshire
41,M,West LA
50,M,Hollenbeck
26,M,Topanga
0,X,Olympic
69,M,Newton
35,F,Pacific
51,M,Van Nuys
25,M,West LA
45,M,Van Nuys
0,M,Central
41,F,Topanga
40,M,Hollenbeck
23,M,Harbor
19,M,Mission
0,,77th Street
70,M,Olympic
40,F,Southwest
27,M,West Valley
0,M,N Hollywood
0,,Pacific
0,X,Hollenbeck
0,,Devonshire
28,M,Hollywood
50,M,Southeast
0,M,N Hollywood
28,M,Harbor
58,M,Van Nuys
0,,Harbor
33,F,Foothill
62,M,Rampart
15,F,77th Street
0,M,Wilshire
23,M,Central
0,X,Hollywood
18,M,Newton
40,F,Van Nuys
0,X,Harbor
0,X,West LA
0,X,West LA
48,M,Central
0,,Harbor
41,M,Pacific
19,M,Devonshire
0,,Pacific
59,F,Northeast
41,M,Newton
12,F,Southwest
0,M,West Valley
25,F,77th Street
45,M,Southeast
31,M,Mission
29,M,Central
48,M,Wilshire
38,M,Central
27,M,77th Street
42,F,Hollenbeck
29,F,Newton
38,F,Southeast
12,F,Northeast
26,M,Olympic
31,F,Olympic
33,F,West Valley
30,F,Devonshire
0,,Southeast
0,,West LA
50,F,Devonshire
0,,Hollenbeck
0,,Van Nuys
0,X,Southeast
34,F,N Hollywood
47,F,77th Street
36,M,77th Street
0,,Hollenbeck
0,,Newton
0,M,Northeast
0,,Southeast
23,F,Southwest
0,M,N Hollywood
23,M,Hollywood
56,F,N Hollywood
28,F,Harbor
27,M,N Hollywood
35,M,Olympic
0,F,Hollywood
0,M,West Valley
24,M,Rampart
0,X,Hollywood
0,,77th Street
54,F,Van Nuys
55,M,Mission
68,F,Rampart
0,X,West LA
53,M,Olympic
29,F,Hollywood
22,F,Pacific
0,,Northeast
44,F,Wilshire
0,,Southwest
48,F,Hollenbeck
62,F,Olympic
0,,Mission
49,M,Hollywood
43,M,Central
67,M,Topanga
35,F,Wilshire
0,M,Hollenbeck
15,F,77th Street
0,,Hollywood
18,M,Olympic
19,M,Rampart
31,M,West LA
30,M,Southwest
34,F,Olympic
57,F,Van Nuys
26,F,Southwest
37,M,Van Nuys
0,,Mission
43,F,Southeast
31,F,Mission
77,M,Hollywood
24,F,Newton
63,M,Central
53,F,Mission
0,X,Northeast
31,F,Van Nuys
0,,Foothill
22,F,Rampart
25,M,West Valley
33,F,Rampart
27,M,Mission
2,M,77th Street
32,F,Central
0,,Rampart
0,X,West LA
28,F,Foothill
38,M,Southwest
30,F,Mission
31,M,Hollywood
0,M,Newton
64,F,Foothill
38,F,Devonshire
32,M,Hollywood
78,F,West Valley
0,,Mission
0,X,Central
0,X,77th Street
33,M,Wilshire
37,F,N Hollywood
36,M,N Hollywood
42,F,Southeast
33,F,West Valley
77,M,Devonshire
34,F,Central
0,,Pacific
26,M,Wilshire
32,M,Pacific
41,F,N Hollywood
27,M,Foothill
35,M,Devonshire
45,M,Foothill
0,M,N Hollywood
0,M,Central
0,,Topanga
24,M,Newton
60,M,Devonshire
27,M,Van Nuys
29,M,N Hollywood
51,F,West LA
50,F,Pacific
39,F,Southwest
56,M,Central
0,X,Southwest
36,M,Hollywood
0,,Van Nuys
0,,Northeast
37,F,Northeast
27,M,Hollywood
0,X,Northeast
43,M,West LA
59,M,Wilshire
69,F,Newton
0,,77th Street
27,M,Newton
53,F,N Hollywood
0,,Pacific
28,F,Olympic
56,M,Southeast
69,F,Southwest
73,F,Southeast
54,F,Northeast
36,M,Hollywood
0,,Hollywood
24,F,Devonshire
33,M,Mission
0,,Harbor
68,F,Pacific
53,M,Pacific
22,F,Southeast
0,,Southwest
40,F,Van Nuys
32,F,Van Nuys
54,F,Central
73,M,Mission
45,M,Central
63,M,Southwest
37,F,N Hollywood
0,X,Southwest
43,F,Van Nuys
27,F,West LA
0,,Central
39,M,Northeast
0,X,Hollenbeck
49,F,Olympic
28,F,Topanga
35,F,Central
31,F,Central
19,X,Southwest
58,M,Central
45,M,Devonshire
28,F,Hollywood
44,F,77th Street
0,F,Central
37,F,Foothill
37,M,Northeast
31,F,Rampart
0,,Hollywood
22,F,Central
72,M,Pacific
24,F,N Hollywood
29,M,Northeast
35,M,West LA
38,M,Foothill
31,M,Central
0,,Topanga
26,M,Mission
35,M,Wilshire
26,M,Southwest
29,M,West LA
0,,Van Nuys
0,,Wilshire
0,,Hollenbeck
28,M,Newton
39,M,Topanga
37,M,Hollenbeck
42,F,Hollywood
0,,77th Street
61,F,West Valley
27,M,Topanga
0,,West Valley
0,,Foothill
21,M,Van Nuys
27,F,Central
58,M,Southwest
19,X,Central
0,,Central
33,F,Southwest
48,F,Central
29,M,Wilshire
35,M,Mission
28,M,Central
0,X,Harbor
0,M,N Hollywood
0,M,West Valley
32,F,Rampart
38,M,Topanga
24,M,Pacific
0,,Hollywood
58,M,Mission
0,M,Hollenbeck
35,M,Wilshire
28,F,Foothill
0,X,Pacific
54,F,Van Nuys
50,M,Hollywood
0,,Wilshire
45,M,77th Street
40,F,Rampart
57,M,Southeast
0,,Foothill
33,F,N Hollywood
0,,West LA
0,X,Pacific
45,M,Pacific
62,M,West Valley
31,F,Northeast
22,F,Rampart
30,F,Olympic
75,M,Wilshire
0,,Pacific
25,M,West LA
31,F,Hollywood
48,F,Pacific
41,M,West LA
32,M,N Hollywood
27,M,Hollenbeck
0,X,West LA
0,,Topanga
66,F,Olympic
0,,Topanga
63,F,Foothill
54,M,Southeast
55,M,West LA
0,,West Valley
73,F,N Hollywood
0,,N Hollywood
56,F,Olympic
0,X,Southwest
0,X,West LA
21,M,Hollywood
43,F,Wilshire
0,,Northeast
0,,Southwest
23,M,Topanga
48,F,Foothill
15,F,Topanga
43,M,Foothill
55,M,Hollywood
0,,Northeast
0,X,Devonshire
45,M,Topanga
0,,Foothill
39,M,Hollywood
29,M,Rampart
41,F,Harbor
0,,Wilshire
80,M,Southwest
15,F,N Hollywood
24,M,Southwest
31,F,Topanga
23,F,Central
0,X,Olympic
65,F,Northeast
34,F,Devonshire
45,F,Pacific
0,X,Olympic
22,F,Wilshire
47,M,Van Nuys
47,M,Mission
30,M,Central
38,F,West Valley
47,F,Olympic
44,F,Pacific
29,F,Topanga
0,,Southwest
24,M,Rampart
37,M,Foothill
0,,Foothill
59,M,Topanga
78,F,Foothill
0,,Mission
25,M,Pacific
25,F,Mission
47,M,Central
0,,Rampart
33,M,Newton
31,M,Central
64,M,Devonshire
35,F,Van Nuys
0,M,Rampart
54,M,Hollenbeck
38,M,Hollywood
0,,Devonshire
33,M,Southeast
27,F,Southeast
0,,Van Nuys
0,,Newton
67,F,Rampart
0,X,Hollywood
0,,Newton
49,M,West Valley
38,M,West LA
34,F,Newton
25,M,Hollenbeck
32,F,77th Street
54,F,Harbor
46,F,Harbor
33,F,West Valley
28,F,West Valley
41,F,Harbor
0,,Olympic
45,M,Mission
28,F,77th Street
36,M,Hollenbeck
39,M,Central
55,M,Van Nuys
26,F,Rampart
51,M,Central
30,F,Pacific
50,M,Topanga
0,,Van Nuys
28,F,Foothill
37,F,Rampart
56,F,Van Nuys
0,X,Pacific
0,,N Hollywood
26,F,77th Street
33,F,Foothill
24,F,Newton
37,M,Newton
27,M,Wilshire
27,M,Newton
34,F,Hollywood
16,M,Topanga
39,F,Northeast
0,,West Valley
35,M,Topanga
41,M,West Valley
44,M,Hollywood
0,,Southwest
42,F,N Hollywood
25,M,Newton
23,M,Southwest
64,F,West LA
68,F,West LA
37,F,Mission
30,F,Olympic
57,F,Southwest
29,F,Southwest
22,F,Rampart
79,F,Mission
42,F,West Valley
27,M,77th Street
70,M,Devonshire
23,M,77th Street
29,M,Olympic
35,M,N Hollywood
23,F,Mission
40,M,Hollenbeck
51,M,Devonshire
16,M,Foothill
73,F,Southwest
0,,West Valley
20,F,Southwest
22,F,Mission
38,M,Olympic
27,F,Hollywood
42,M,Newton
0,,Mission
45,F,Topanga
18,F,Newton
47,F,Central
54,F,Devonshire
0,M,Central
30,F,Wilshire
36,F,Devonshire
32,M,Hollywood
43,M,Olympic
0,,West Valley
60,M,Southwest
52,F,Foothill
31,F,Hollywood
36,F,Southwest
37,F,Wilshire
0,M,West Valley
17,F,Northeast
36,M,West Valley
0,X,Northeast
22,F,Van Nuys
63,M,Devonshire
32,M,Mission
21,F,Pacific
19,X,Southwest
0,M,77th Street
37,M,N Hollywood
36,F,Topanga
37,F,77th Street
42,F,Van Nuys
61,M,Mission
0,,Rampart
0,X,Devonshire
42,F,Foothill
24,F,West LA
0,X,Rampart
42,F,Wilshire
56,M,Foothill
17,M,West LA
21,F,Southwest
23,M,Hollywood
35,F,Olympic
0,,West LA
16,F,Wilshire
48,F,Foothill
29,F,77th Street
20,M,Mission
53,M,Pacific
34,F,Rampart
0,,77th Street
36,M,77th Street
46,M,Northeast
24,M,Southwest
0,X,Hollywood
48,M,Hollenbeck
16,M,Northeast
36,F,Hollenbeck
80,M,West Valley
38,M,Central
73,M,Newton
45,F,Pacific
26,M,Olympic
62,F,Southeast
23,F,Central
35,F,Hollenbeck
59,F,Foothill
0,X,Olympic
36,F,Rampart
31,M,Devonshire
40,M,Mission
23,F,N Hollywood
33,M,Pacific
46,F,Wilshire
0,,Wilshire
0,,Topanga
0,X,Olympic
36,F,Rampart
92,F,West Valley
16,M,Topanga
51,M,Wilshire
56,F,Hollenbeck
29,M,Hollywood
40,F,Southeast
41,M,Wilshire
24,F,Southwest
0,,Mission
35,M,77th Street
29,F,Devonshire
0,,West LA
0,,Rampart
40,M,Mission
42,M,Hollywood
39,F,Mission
35,M,Devonshire
0,M,Central
0,X,Rampart
34,F,Rampart
33,M,Newton
32,F,Wilshire
18,F,Southwest
12,M,Mission
59,F,Olympic
69,F,Devonshire
35,F,Southeast
21,M,Hollywood
28,F,Foothill
15,F,Foothill
20,M,Rampart
29,M,Hollywood
44,F,Devonshire
35,F,Wilshire
0,,Foothill
56,M,77th Street
0,,Southwest
26,F,Hollywood
0,,Van Nuys
0,X,Hollenbeck
26,M,Pacific
52,M,Southeast
0,,77th Street
0,M,Newton
31,M,Devonshire
0,,77th Street
0,X,Rampart
0,M,Mission
0,,Hollywood
25,F,Harbor
65,F,West LA
0,M,West Valley
56,M,West LA
32,F,Southwest
0,,Topanga
37,F,Van Nuys
31,M,Pacific
0,,West LA
31,F,77th Street
31,M,Foothill
30,M,Northeast
34,M,Central
33,F,Rampart
0,X,Devonshire
51,F,Southwest
0,X,Pacific
61,M,77th Street
59,M,Southeast
20,F,Topanga
15,F,Foothill
46,M,Central
70,M,West Valley
44,M,Topanga
39,F,Foothill
0,X,77th Street
73,M,N Hollywood
20,F,Mission
66,F,Van Nuys
61,M,Northeast
0,M,N Hollywood
21,M,Mission
64,M,Harbor
62,M,Central
38,M,Hollywood
0,,Hollenbeck
0,M,Central
0,,Pacific
45,M,N Hollywood
0,,77th Street
18,F,Newton
67,F,Olympic
66,F,Olympic
71,M,Devonshire
0,,Pacific
58,F,Southeast
84,M,Topanga
0,,Topanga
44,M,Harbor
29,M,Southeast
73,M,N Hollywood
83,M,Pacific
66,M,Wilshire
0,,Southeast
62,M,Harbor
23,F,Hollywood
21,F,Foothill
67,F,Devonshire
46,F,Pacific
0,X,Hollywood
0,,N Hollywood
34,M,77th Street
14,F,Mission
28,M,77th Street
0,,Rampart
32,M,Southwest
53,F,Mission
57,M,Hollenbeck
59,M,Hollywood
54,F,Van Nuys
40,F,Southwest
0,F,Southwest
0,X,Rampart
0,,Olympic
34,F,Southeast
0,,Hollenbeck
20,F,Rampart
54,M,Devonshire
0,X,Hollywood
0,,Van Nuys
16,F,Southwest
61,M,77th Street
56,F,N Hollywood
65,F,Pacific
47,F,N Hollywood
0,X,Devonshire
39,F,77th Street
65,F,Pacific
34,F,Southwest
57,M,Hollywood
36,M,Central
32,M,Hollywood
0,,N Hollywood
44,M,Rampart
26,M,Northeast
0,X,Harbor
39,M,Van Nuys
0,,Olympic
24,F,Newton
28,M,Newton
24,M,Mission
93,F,West LA
35,F,Hollywood
26,F,Olympic
34,F,Southwest
21,M,Topanga
81,M,Hollenbeck
0,X,Pacific
0,,Pacific
56,F,77th Street
28,F,West LA
26,M,Topanga
30,F,Northeast
51,F,Pacific
0,,Olympic
35,M,Pacific
0,,Olympic
64,F,77th Street
0,X,Newton
0,,Foothill
38,F,Van Nuys
0,,Pacific
68,M,Topanga
20,M,Wilshire
19,M,Hollenbeck
0,,Harbor
0,,Hollywood
19,F,Southeast
0,M,Topanga
31,M,Newton
56,M,Devonshire
54,M,Wilshire
27,F,West Valley
60,M,Mission
23,M,West Valley
32,F,Southwest
52,M,Wilshire
28,M,Pacific
51,F,Rampart
12,F,Hollenbeck
37,F,N Hollywood
37,M,Devonshire
0,M,N Hollywood
17,M,Mission
0,M,N Hollywood
55,M,N Hollywood
55,M,Olympic
44,M,Mission
37,F,Southeast
11,F,Devonshire
25,F,Southwest
0,X,Northeast
30,M,West LA
29,F,Southwest
13,F,Hollenbeck
23,M,Devonshire
29,F,77th Street
0,X,Rampart
69,M,Devonshire
23,M,77th Street
27,M,Rampart
60,F,Southwest
27,F,Wilshire
25,F,Harbor
0,M,Mission
0,,Wilshire
49,M,N Hollywood
0,X,Devonshire
0,,Central
67,F,Hollywood
49,M,Pacific
46,F,N Hollywood
47,M,Hollywood
57,F,Southwest
0,,Newton
26,F,Southeast
24,M,N Hollywood
55,F,Olympic
0,,Harbor
36,F,Southwest
37,F,Southeast
41,M,N Hollywood
29,F,Hollywood
0,,Van Nuys
66,M,Southeast
0,,Southeast
0,M,Wilshire
63,F,Southwest
38,M,Southwest
0,X,Van Nuys
51,F,Topanga
0,M,Wilshire
23,M,Northeast
38,M,Newton
44,F,Hollenbeck
15,F,77th Street
53,M,Central
65,M,N Hollywood
42,M,Pacific
0,,Hollenbeck
24,M,Southwest
43,M,Pacific
30,F,Southeast
49,F,Wilshire
0,X,Harbor
26,M,77th Street
43,F,Hollenbeck
43,M,Central
0,X,Hollywood
50,M,Topanga
34,M,Van Nuys
21,F,Devonshire
67,F,Foothill
38,F,Van Nuys
70,F,Topanga
0,,77th Street
56,F,Central
41,M,Hollenbeck
18,M,Harbor
42,F,Rampart
53,M,West Valley
31,M,West LA
30,M,N Hollywood
26,M,Hollenbeck
63,F,Van Nuys
28,F,Central
32,M,Devonshire
51,F,Hollywood
39,F,77th Street
21,M,Northeast
31,F,Mission
28,M,Hollywood
30,F,Topanga
25,M,Hollywood
36,M,West Valley
29,M,Van Nuys
27,M,Central
31,F,Central
25,M,Olympic
0,X,Southwest
34,M,Devonshire
0,X,Olympic
33,M,Wilshire
46,M,Hollenbeck
42,M,Pacific
24,M,Olympic
24,M,Central
0,M,Newton
52,F,N Hollywood
64,M,Southwest
0,,Hollywood
0,X,Devonshire
48,M,77th Street
38,M,Foothill
33,F,Foothill
49,F,Hollenbeck
30,F,Rampart
0,X,Devonshire
39,F,Wilshire
30,F,Northeast
26,F,Harbor
26,M,Pacific
55,M,Northeast
29,F,Wilshire
0,X,77th Street
0,M,Hollenbeck
44,M,West Valley
0,,Southwest
0,,Southwest
0,X,Olympic
30,F,Southeast
0,X,77th Street
22,F,West LA
26,M,Foothill
22,M,Pacific
20,M,Topanga
38,F,Harbor
16,F,Southwest
44,F,West LA
42,F,Wilshire
31,F,Topanga
0,X,Pacific
58,F,Central
44,F,N Hollywood
53,M,Rampart
24,F,West LA
45,M,Topanga
32,M,Northeast
41,M,N Hollywood
53,M,Mission
27,M,Pacific
26,F,Central
40,F,Hollenbeck
0,X,Southeast
23,F,N Hollywood
51,M,Wilshire
40,M,Devonshire
0,X,Hollywood
28,F,Foothill
31,M,West LA
37,M,West LA
54,M,Northeast
42,M,Hollywood
29,F,Foothill
0,X,Wilshire
49,M,Mission
83,M,Mission
0,X,Southeast
42,F,Olympic
0,M,N Hollywood
0,,Southeast
0,M,N Hollywood
33,F,West LA
67,F,Van Nuys
39,M,West LA
35,F,Central
31,M,Wilshire
35,F,Newton
47,F,Devonshire
0,,Newton
35,F,Van Nuys
0,,West Valley
48,F,77th Street
17,M,Newton
24,M,Hollenbeck
18,F,Southwest
0,X,Rampart
0,,77th Street
34,M,Hollenbeck
47,F,Rampart
27,F,Southeast
20,F,N Hollywood
34,F,Southeast
18,M,Harbor
74,F,Mission
16,M,West LA
39,F,Northeast
29,M,Central
16,F,77th Street
33,F,Northeast
50,M,Southwest
0,,Hollenbeck
27,M,Wilshire
38,F,Central
12,F,77th Street
62,M,Pacific
72,F,Van Nuys
0,X,Olympic
34,F,Mission
0,,Foothill
0,,Southeast
0,X,77th Street
0,X,Rampart
26,F,Pacific
51,F,West Valley
25,F,N Hollywood
42,M,Topanga
36,M,Southeast
0,,Hollenbeck
32,M,Hollywood
0,,Wilshire
78,F,Van Nuys
37,M,Foothill
60,F,77th Street
0,X,Hollywood
3,M,Northeast
0,M,Newton
29,F,Foothill
0,M,N Hollywood
44,M,N Hollywood
0,,Newton
52,F,N Hollywood
45,M,Pacific
58,F,Devonshire
40,M,Wilshire
29,F,Central
42,M,West Valley
18,M,N Hollywood
37,F,Central
62,M,Pacific
24,F,Hollywood
54,M,Foothill
29,F,Pacific
42,F,Hollenbeck
25,F,West LA
34,M,Rampart
62,M,Olympic
44,F,Wilshire
29,F,Devonshire
30,M,West LA
0,X,77th Street
0,X,77th Street
0,,Harbor
22,M,N Hollywood
21,M,77th Street
18,M,77th Street
0,,Southwest
22,M,Rampart
18,M,Olympic
30,M,Hollywood
75,F,Central
13,F,Southeast
70,F,West Valley
44,F,Southwest
58,M,Newton
0,,Southwest
33,F,Southwest
0,X,Central
23,M,Northeast
40,M,West LA
32,M,N Hollywood
28,F,Olympic
35,M,Newton
32,F,Southeast
69,M,Olympic
26,F,Rampart
0,X,Pacific
0,X,Central
0,X,Newton
45,M,Central
40,F,Southwest
0,,Wilshire
31,F,N Hollywood
59,M,Wilshire
27,M,Northeast
0,M,Mission
0,,Southwest
0,,Pacific
0,,Foothill
28,F,Central
55,F,West LA
20,F,Topanga
32,F,77th Street
34,F,West LA
26,F,Foothill
24,F,Northeast
0,X,Southeast
45,F,77th Street
0,,Wilshire
50,M,Harbor
28,F,Southwest
28,F,Mission
0,M,Central
0,X,Olympic
24,F,Van Nuys
0,,N Hollywood
0,,Pacific
0,,N Hollywood
20,M,Hollywood
56,F,Newton
32,F,Harbor
32,F,Olympic
33,F,Hollenbeck
60,M,Hollenbeck
0,,Northeast
0,,Southeast
0,,Southwest
27,M,Mission
0,,Northeast
67,M,Southeast
39,M,Van Nuys
0,,Harbor
26,F,Olympic
67,F,Northeast
26,F,Pacific
53,F,Southeast
42,M,Pacific
0,X,Pacific
0,M,Hollywood
0,,Van Nuys
0,X,Devonshire
56,M,Hollywood
0,,Mission
34,M,Foothill
51,M,West LA
26,M,Devonshire
50,M,Central
62,F,Central
52,F,Rampart
0,X,Pacific
0,,Newton
